index,#,ID ustanove,Univerzitet,Naziv ustanove,Tip ustanove,ID programa,Naziv programa,Zvanje,Polje,Nivo,Školarina za domaće studente,Školarina za strane studente,Broj ESPB bodova,Broj rešenja akreditacije,Datum rešenja akreditacije,Akreditaciona kvota,Broj budžetskih studenata - prva godina,Broj budžetskih studenata - druga godina,Broj budžetskih studenata - treća godina,Broj budžetskih studenata - četvrta godina,Broj budžetskih studenata - peta godina,Broj budžetskih studenata - šesta godina,Broj samofinansirajući studenata - prva godina,Broj samofinansirajući studenata - druga godina,Broj samofinansirajući studenata - treća godina,Broj samofinansirajući studenata - četvrta godina,Broj samofinansirajući studenata - peta godina,Broj samofinansirajući studenata - šesta godina,Broj stranih studenata - prva godina,Broj stranih studenata - druga godina,Broj stranih studenata - treća godina,Broj stranih studenata - četvrta godina,Broj stranih studenata - peta godina,Broj stranih studenata - šesta godina,Broj svršenih studenata tokom prethodne školske godine,Broj prijavljenih kandidata na upisu u narednu školsku godinu - I rok,Broj prijavljenih kandidata na upisu u narednu školsku godinu - II rok,Broj budžetskih studenata,Broj samofinansirajućih studenata,Broj stranih studenata,Broj studenata,Dužina trajanja programa (u semestrima),Dužina trajanja programa (u god),Broj prijavljenih kandidata,Studenti prva godina,Studenti druga godina,Studenti treća godina,Studenti četvrta godina,Studenti peta godina,Studenti šesta godina,Polje_skraceno,Vlasnistvo,Broj studenata na zavrsnoj godini
968,969.0,70,Универзитет у Новом Саду,"Технички факултет Михајло Пупин, Зрењанин",Државни факултет,1211,Инжењерство заштите животне средине,Дипломирани инжењер заштите животне средине,Техничко-технолошке науке,Основне академске,80000.0,1500.0,240,114-022-450/2014-03,2014-06-02,50.0,13.0,15.0,13.0,14.0,,,1.0,1.0,3.0,2.0,,,0.0,0.0,0.0,0.0,,,12,7.0,6.0,55.0,7.0,0.0,62.0,8,4,13.0,14.0,16.0,16.0,16.0,0.0,0.0,TT,Државни факултет,16.0
969,970.0,24,Универзитет у Београду,Рударско-геолошки факултет,Државни факултет,1213,Хидрогеологија,Дипломирани инжењер геологије,Техничко-технолошке науке,Основне академске,57000.0,1150.0,240,612-00-00661/2013-04,2013-06-14,36.0,16.0,13.0,19.0,24.0,11.0,0.0,4.0,11.0,10.0,7.0,6.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,25,17.0,4.0,83.0,73.0,1.0,157.0,8,4,21.0,20.0,24.0,29.0,32.0,17.0,35.0,TT,Државни факултет,32.0
970,971.0,70,Универзитет у Новом Саду,"Технички факултет Михајло Пупин, Зрењанин",Државни факултет,1215,инжењерски менаџмент,Дипломирани инжењер менаџмента,Техничко-технолошке науке,Основне академске,80000.0,1500.0,240,114-022-450/2014-03,2014-06-02,107.0,33.0,41.0,29.0,39.0,,,3.0,5.0,3.0,8.0,,,0.0,0.0,0.0,0.0,,,40,26.0,9.0,142.0,19.0,0.0,161.0,8,4,35.0,36.0,46.0,32.0,47.0,0.0,0.0,TT,Државни факултет,47.0
971,972.0,24,Универзитет у Београду,Рударско-геолошки факултет,Државни факултет,1216,Геотехника,Дипломирани инжењер геологије,Техничко-технолошке науке,Основне академске,57000.0,1150.0,240,612-00-00661/2013-04,2013-06-07,25.0,14.0,11.0,4.0,15.0,5.0,0.0,5.0,6.0,12.0,6.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,20,18.0,0.0,49.0,56.0,0.0,105.0,8,4,18.0,19.0,17.0,16.0,21.0,8.0,24.0,TT,Државни факултет,21.0
972,973.0,24,Универзитет у Београду,Рударско-геолошки факултет,Државни факултет,1217,Геофизика,Дипломирани инжењер геологије,Техничко-технолошке науке,Основне академске,57000.0,1150.0,240,612-00-00661/2013-04,2013-06-07,15.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,3.0,2.0,6.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,6,4.0,0.0,17.0,22.0,1.0,40.0,8,4,4.0,4.0,5.0,10.0,10.0,3.0,8.0,TT,Државни факултет,10.0
1070,1071.0,185,Универзитет Мегатренд,"Факултет за право, јавну управу и безбедност- Београд",Државни факултет,2196,Јавна управа,Дипломирани правник унутрашњих послова,Друштвено-хуманистичке науке,Основне академске,184500.0,3000.0,240,612-00-02669/2013-04,2014-05-09,,,,,,,,,,,,,,,,,,,,0,,,0.0,0.0,0.0,0.0,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DH,Приватни факултет,0.0
1081,1082.0,55,Универзитет у Нишу,Правни факултет,Државни факултет,1236,Основне академске студије права,Дипломирани правник,Друштвено-хуманистичке науке,Основне академске,83000.0,1000.0,240,612-00-00683/2013-04,2013-11-29,600.0,281.0,264.0,157.0,222.0,,,84.0,101.0,347.0,934.0,,,1.0,0.0,0.0,0.0,,,148,315.0,10.0,924.0,1466.0,1.0,2391.0,8,4,325.0,366.0,365.0,504.0,1156.0,0.0,0.0,DH,Државни факултет,1156.0
1083,1084.0,35,Универзитет у Крагујевцу,Факултет медицинских наука,Државни факултет,1238,Интегрисане академске студије медицине,Доктор медицине,Медицинске науке,Интегр. академске,90000.0,1800.0,360,612-00-02639/2017-06,2018-02-09,88.0,87.0,85.0,84.0,90.0,77.0,168.0,4.0,3.0,10.0,23.0,16.0,137.0,0.0,0.0,0.0,2.0,3.0,0.0,126,536.0,0.0,591.0,193.0,5.0,789.0,12,6,536.0,91.0,88.0,94.0,115.0,96.0,305.0,MD,Државни факултет,305.0
1087,1088.0,35,Универзитет у Крагујевцу,Факултет медицинских наука,Државни факултет,1242,Интегрисане академске студије фармације,Магистар фармације,Медицинске науке,Интегр. академске,130000.0,1800.0,300,612-00-02639/2017-06,2018-02-09,84.0,85.0,78.0,81.0,79.0,87.0,,0.0,4.0,3.0,2.0,4.0,,,,,,,,87,158.0,0.0,410.0,13.0,0.0,423.0,10,5,158.0,85.0,82.0,84.0,81.0,91.0,0.0,MD,Државни факултет,91.0
1089,1090.0,24,Универзитет у Београду,Рударско-геолошки факултет,Државни факултет,1244,Рударско инжењерство,Дипломирани инжењер рударства,Техничко-технолошке науке,Основне академске,57000.0,1150.0,240,612-00-00661/2013-04,2013-06-07,80.0,51.0,34.0,28.0,33.0,26.0,0.0,12.0,34.0,41.0,38.0,37.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,34,69.0,0.0,172.0,213.0,0.0,385.0,8,4,69.0,63.0,68.0,69.0,71.0,63.0,51.0,TT,Државни факултет,71.0
1091,1092.0,24,Универзитет у Београду,Рударско-геолошки факултет,Државни факултет,1246,Инжењерство нафте и гаса,Дипломирани инжењер рударства,Техничко-технолошке науке,Основне академске,57000.0,1150.0,240,612-00-00661/2013-04,2013-06-14,30.0,25.0,25.0,23.0,22.0,9.0,0.0,5.0,6.0,9.0,9.0,5.0,20.0,1.0,1.0,1.0,2.0,1.0,1.0,38,42.0,1.0,104.0,54.0,7.0,165.0,8,4,43.0,31.0,32.0,33.0,33.0,15.0,21.0,TT,Државни факултет,33.0
1092,1093.0,35,Универзитет у Крагујевцу,Факултет медицинских наука,Државни факултет,1247,Интегрисане академске студије стоматологије,Доктор стоматологије,Медицинске науке,Интегр. академске,150000.0,0.0,300,612-00-00032/3/2018-03,2018-10-15,24.0,25.0,25.0,25.0,24.0,25.0,,0.0,1.0,1.0,0.0,1.0,,,,,,,,24,84.0,0.0,124.0,3.0,0.0,127.0,10,5,84.0,25.0,26.0,26.0,24.0,26.0,0.0,MD,Државни факултет,26.0
1094,1095.0,60,Универзитет у Новом Саду,"Економски факултет, Суботица",Државни факултет,1249,Квантитативна економија (240 ЕСПБ),Дипломирани економиста,Друштвено-хуманистичке науке,Основне академске,96000.0,1900.0,240,-,2005-01-01,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,1.0,0.0,1.0,8,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DH,Државни факултет,1.0
1095,1096.0,24,Универзитет у Београду,Рударско-геолошки факултет,Државни факултет,1250,Инжењерство заштите животне средине,Дипломирани инжењер заштите животне средине,Техничко-технолошке науке,Основне академске,57000.0,1150.0,240,612-00-00661/2013-04,2013-06-14,40.0,25.0,15.0,14.0,12.0,12.0,0.0,5.0,13.0,18.0,19.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,26,67.0,6.0,78.0,74.0,0.0,152.0,8,4,73.0,30.0,28.0,32.0,31.0,18.0,13.0,TT,Државни факултет,31.0
1102,1103.0,32,Универзитет у Београду,Православни богословски факултет,Државни факултет,1259,Практична теологија,Теолог,Друштвено-хуманистичке науке,Основне академске,105000.0,1.0,180,612-00-03212/2016-06,2017-07-21,0.0,,,,,,,,,56.0,,,,,,,,,,229,0.0,0.0,0.0,56.0,0.0,56.0,6,3,0.0,0.0,0.0,56.0,0.0,0.0,0.0,DH,Државни факултет,56.0
1104,1105.0,3,Универзитет у Београду,Факултет за специјалну едукацију и рехабилитацију,Државни факултет,1265,Специјална едукација и рехабилитација особа са тешкоћама у менталном развоју,Дипломирани дефектолог,Друштвено-хуманистичке науке,Основне академске,84000.0,1680.0,240,612-00-00377/2014-04,28.11.2014.,60.0,40.0,43.0,40.0,41.0,,,20.0,17.0,29.0,37.0,,,0.0,0.0,0.0,0.0,,,38,69.0,0.0,164.0,103.0,0.0,267.0,8,4,69.0,60.0,60.0,69.0,78.0,0.0,0.0,DH,Државни факултет,78.0
1106,1107.0,3,Универзитет у Београду,Факултет за специјалну едукацију и рехабилитацију,Државни факултет,1768,Дефектологија,Дипломирани дефектолог,Друштвено-хуманистичке науке,Основне академске,84000.0,1680.0,240,612-00-00377/2014-04,20.03.2015.,160.0,103.0,141.0,119.0,107.0,,,66.0,42.0,39.0,59.0,,,0.0,0.0,0.0,0.0,,,129,143.0,32.0,470.0,206.0,0.0,676.0,8,4,175.0,169.0,183.0,158.0,166.0,0.0,0.0,DH,Државни факултет,166.0
1112,1113.0,70,Универзитет у Новом Саду,"Технички факултет Михајло Пупин, Зрењанин",Државни факултет,1290,индустријско инжењерство у експлоатацији нафте и гаса,Дипломирани инжењер индустријског инжењерства у експлоатацији нафте и гаса,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,80000.0,1500.0,240,114-022-450/2014-03,2014-06-02,50.0,21.0,25.0,24.0,29.0,,,14.0,5.0,19.0,12.0,,,0.0,0.0,0.0,0.0,,,14,32.0,8.0,99.0,50.0,0.0,149.0,8,4,40.0,35.0,30.0,43.0,41.0,0.0,0.0,IMT,Државни факултет,41.0
1114,1115.0,70,Универзитет у Новом Саду,"Технички факултет Михајло Пупин, Зрењанин",Државни факултет,1292,менаџмент информационих технологија,Дипломирани инжењер менаџмента информационих технологија,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,80000.0,1500.0,240,114-022-450/2014-03,2016-06-02,60.0,10.0,10.0,10.0,,,,6.0,0.0,1.0,,,,0.0,0.0,0.0,,,,3,8.0,5.0,30.0,7.0,0.0,37.0,8,4,13.0,16.0,10.0,11.0,0.0,0.0,0.0,IMT,Државни факултет,0.0
1115,1116.0,70,Универзитет у Новом Саду,"Технички факултет Михајло Пупин, Зрењанин",Државни факултет,1293,информатика и техника у образовању,Дипломирани професор информатике и технике,"Интердисциплинарне, мултидисциплинарне, трансдисциплинарне (ИМТ) и двопредметне студије",Основне академске,80000.0,1500.0,240,114-022-450/2014-03,2014-06-02,20.0,3.0,8.0,10.0,10.0,,,0.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,,,4,3.0,0.0,31.0,4.0,0.0,35.0,8,4,3.0,3.0,10.0,12.0,10.0,0.0,0.0,IMT,Државни факултет,10.0
1117,1118.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1295,Композиција,Дипломирани композитор,Уметност,Основне академске,125000.0,1500.0,240,612-00-01771/2015-06,2016-07-08,4.0,2.0,2.0,2.0,2.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,3,3.0,0.0,8.0,0.0,0.0,8.0,8,4,3.0,2.0,2.0,2.0,2.0,0.0,0.0,UM,Државни факултет,2.0
1118,1119.0,8,Универзитет у Београду,Филолошки факултет,Државни факултет,1297,Српски језик и књижевност,Дипломирани професор језика и књижевности,Друштвено-хуманистичке науке,Основне академске,119000.0,2.5,240,612-00-00603/2014-04,06.02.2015.,120.0,59.0,48.0,44.0,94.0,0.0,0.0,30.0,36.0,49.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58,59.0,29.0,245.0,502.0,0.0,747.0,8,4,88.0,89.0,84.0,93.0,481.0,0.0,0.0,DH,Државни факултет,481.0
1119,1120.0,8,Универзитет у Београду,Филолошки факултет,Државни факултет,1298,Српска књижевност и језик,Дипломирани професор језика и књижевности,Друштвено-хуманистичке науке,Основне академске,119000.0,2500.0,240,612-00-00604/2014-04,06.02.2015.,120.0,45.0,18.0,39.0,59.0,0.0,0.0,25.0,33.0,24.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,50.0,25.0,161.0,384.0,0.0,545.0,8,4,75.0,70.0,51.0,63.0,361.0,0.0,0.0,DH,Државни факултет,361.0
1120,1121.0,8,Универзитет у Београду,Филолошки факултет,Државни факултет,1299,Српска књижевност и језик са компаратистиком,Дипломирани професор језика и књижевности,Друштвено-хуманистичке науке,Основне академске,119000.0,2500.0,240,612-00-00602/2014-04,06.02.2015.,65.0,32.0,25.0,26.0,36.0,0.0,0.0,8.0,10.0,11.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,29.0,11.0,119.0,221.0,0.0,340.0,8,4,40.0,40.0,35.0,37.0,228.0,0.0,0.0,DH,Државни факултет,228.0
1121,1122.0,8,Универзитет у Београду,Филолошки факултет,Државни факултет,1301,"Језик, књижевност, култура",Дипломирани професор језика и књижевности,Друштвено-хуманистичке науке,Основне академске,119000.0,2500.0,240,612-00-00605/2014-04,17.04.2015.,1200.0,543.0,583.0,643.0,909.0,0.0,0.0,506.0,251.0,204.0,1277.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,548,1180.0,45.0,2678.0,2238.0,6.0,4922.0,8,4,1225.0,1052.0,836.0,848.0,2186.0,0.0,0.0,DH,Државни факултет,2186.0
1130,1131.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1314,Музичка педагогија,Дипломирани теоретичар уметности,Друштвено-хуманистичке науке,Основне академске,125000.0,1500.0,240,612-00-260/2009-04,2011-12-09,20.0,18.0,13.0,17.0,16.0,,,2.0,0.0,1.0,3.0,,,0.0,0.0,0.0,0.0,,,18,10.0,0.0,64.0,6.0,0.0,70.0,8,4,10.0,20.0,13.0,18.0,19.0,0.0,0.0,DH,Државни факултет,19.0
1131,1132.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1315,Музикологија,Дипломирани теоретичар уметности,Друштвено-хуманистичке науке,Основне академске,125000.0,1500.0,240,612-00-260/2009-04,2011-12-09,4.0,1.0,3.0,2.0,4.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,2,2.0,0.0,10.0,0.0,0.0,10.0,8,4,2.0,1.0,3.0,2.0,4.0,0.0,0.0,DH,Државни факултет,4.0
1132,1133.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1316,Етномузикологија,Дипломирани теоретичар уметности,Друштвено-хуманистичке науке,Основне академске,125000.0,1500.0,240,612-00-260/2009-04,2011-12-09,8.0,4.0,3.0,4.0,3.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4,4.0,0.0,14.0,0.0,0.0,14.0,8,4,4.0,4.0,3.0,4.0,3.0,0.0,0.0,DH,Државни факултет,3.0
1141,1142.0,39,Универзитет у Крагујевцу,Правни факултет,Државни факултет,1342,Право,Дипломирани правник,Друштвено-хуманистичке науке,Основне академске,75000.0,1250.0,240,612-00-01468/2009-04,2009-12-10,440.0,237.0,87.0,100.0,100.0,,,64.0,211.0,183.0,61.0,,,,,,,,,68,255.0,10.0,524.0,519.0,0.0,1043.0,8,4,265.0,301.0,298.0,283.0,161.0,0.0,0.0,DH,Државни факултет,161.0
1143,1144.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1347,Глума на српском језику,Дипломирани драмски и аудиовизуелни уметник,Уметност,Основне академске,125000.0,1500.0,240,612-00-01098 /2014-04,2015-06-19,10.0,10.0,9.0,9.0,10.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,10,143.0,0.0,38.0,0.0,0.0,38.0,8,4,143.0,10.0,9.0,9.0,10.0,0.0,0.0,UM,Државни факултет,10.0
1144,1145.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1348,Глума на мађарском језику,Дипломирани драмски и аудиовизуелни уметник,Уметност,Основне академске,125000.0,1500.0,240,612-00-01098&2014-04,2015-06-19,10.0,6.0,0.0,8.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0,6.0,0.0,14.0,0.0,0.0,14.0,8,4,6.0,6.0,0.0,8.0,0.0,0.0,0.0,UM,Државни факултет,0.0
1146,1147.0,11,Универзитет у Београду,Факултет политичких наука,Државни факултет,1350,ОАС политикологије,Дипломирани политиколог,Друштвено-хуманистичке науке,Основне академске,100000.0,1500.0,240,612-00-00086/2014-04,2015-04-03,100.0,35.0,35.0,43.0,42.0,19.0,,65.0,58.0,38.0,43.0,34.0,,0.0,0.0,0.0,0.0,0.0,,77,185.0,8.0,174.0,238.0,0.0,412.0,8,4,193.0,100.0,93.0,81.0,85.0,53.0,0.0,DH,Државни факултет,85.0
1147,1148.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1351,Мултимедијална режија,Дипломирани драмски и аудиовизуелни уметник,Уметност,Основне академске,125000.0,1500.0,240,612-00-260/2009-04,2010-06-04,6.0,0.0,3.0,0.0,4.0,,,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,,3,0.0,0.0,7.0,0.0,1.0,8.0,8,4,0.0,0.0,4.0,0.0,4.0,0.0,0.0,UM,Државни факултет,4.0
1148,1149.0,11,Универзитет у Београду,Факултет политичких наука,Државни факултет,1352,ОА међународне студије,Дипломирани политиколог за међународне послове,Друштвено-хуманистичке науке,Основне академске,110000.0,1500.0,240,612-00-00086/2014-04,2015-04-03,140.0,39.0,43.0,51.0,63.0,11.0,,105.0,97.0,83.0,65.0,60.0,,0.0,0.0,0.0,1.0,9.0,,116,237.0,6.0,207.0,410.0,10.0,627.0,8,4,243.0,144.0,140.0,134.0,129.0,80.0,0.0,DH,Државни факултет,129.0
1149,1150.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1353,Драматургија,Дипломирани драмски и аудиовизуелни уметник,Уметност,Основне академске,125000.0,1500.0,240,612-00-01098&2014-04,2016-01-29,5.0,5.0,0.0,4.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,4,6.0,0.0,9.0,0.0,0.0,9.0,8,4,6.0,5.0,0.0,4.0,0.0,0.0,0.0,UM,Државни факултет,0.0
1150,1151.0,11,Универзитет у Београду,Факултет политичких наука,Државни факултет,1355,ОАС новинарства,Дипломирани новинар/журналиста,Друштвено-хуманистичке науке,Основне академске,110000.0,1500.0,240,612-00-00086/2014-04,2015-03-06,160.0,52.0,61.0,73.0,72.0,31.0,,109.0,91.0,70.0,67.0,78.0,,0.0,0.0,0.0,0.0,1.0,,106,188.0,0.0,289.0,415.0,1.0,705.0,8,4,188.0,161.0,152.0,143.0,139.0,110.0,0.0,DH,Државни факултет,139.0
1151,1152.0,11,Универзитет у Београду,Факултет политичких наука,Државни факултет,1356,ОАС социјалне политике и социјалног рада,Дипломирани социјални радник,Друштвено-хуманистичке науке,Основне академске,105000.0,1500.0,240,612-00-00086/2014-04,2015-02-20,100.0,30.0,36.0,44.0,52.0,20.0,,70.0,62.0,47.0,43.0,49.0,,0.0,0.0,0.0,0.0,1.0,,103,111.0,0.0,182.0,271.0,1.0,454.0,8,4,111.0,100.0,98.0,91.0,95.0,70.0,0.0,DH,Државни факултет,95.0
1152,1153.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,1362,Музичка продукција,Дипломирани драмски и аудиовизуелни уметник,Уметност,Основне академске,125000.0,1500.0,240,612-00-01250/2012-04,2013-11-08,20.0,0.0,0.0,0.0,0.0,,,0.0,16.0,0.0,0.0,,,0.0,2.0,0.0,0.0,,,0,0.0,0.0,0.0,16.0,2.0,18.0,8,4,0.0,0.0,18.0,0.0,0.0,0.0,0.0,UM,Државни факултет,0.0
1158,1159.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,2214,Аудиовизуелни медији,Дипломирани драмски и аудиовизуелни уметник,Уметност,Основне академске,125000.0,1500.0,240,612-00-01771/2015-06,2016-06-10,30.0,,,,,,,,,,,,,,,,,,,20,48.0,0.0,0.0,0.0,0.0,0.0,8,4,48.0,0.0,0.0,0.0,0.0,0.0,0.0,UM,Државни факултет,0.0
1159,1160.0,59,Универзитет у Новом Саду,Академија уметности,Државни факултет,2213,Извођачке уметности,Дипломирани музички уметник,Уметност,Основне академске,125000.0,1500.0,241,612-00-01771/2015-06,2016-07-08,47.0,,,,,,,,,,,,,,,,,,,28,75.0,0.0,0.0,0.0,0.0,0.0,8,4,75.0,0.0,0.0,0.0,0.0,0.0,0.0,UM,Државни факултет,0.0
1160,1161.0,69,Универзитет у Новом Саду,Правни факултет,Државни факултет,1377,ПРАВА - ОПШТИ СМЕР,Дипломирани правник,Друштвено-хуманистичке науке,Основне академске,86000.0,1200.0,240,612-00-00089/2014-04,2014-09-26,660.0,137.0,132.0,93.0,149.0,,,314.0,173.0,327.0,1093.0,,,2.0,0.0,0.0,1.0,,,203,289.0,0.0,511.0,1907.0,3.0,2421.0,8,4,289.0,453.0,305.0,420.0,1243.0,0.0,0.0,DH,Државни факултет,1243.0
1161,1162.0,69,Универзитет у Новом Саду,Правни факултет,Државни факултет,1381,ПРАВА - СМЕР УНУТРАШЊИХ ПОСЛОВА,Дипломирани правник,Друштвено-хуманистичке науке,Основне академске,86000.0,1200.0,240,612-00-00089/2014-04,2014-09-26,220.0,44.0,42.0,35.0,49.0,,,149.0,84.0,130.0,392.0,,,0.0,0.0,0.0,0.0,,,53,126.0,0.0,170.0,755.0,0.0,925.0,8,4,126.0,193.0,126.0,165.0,441.0,0.0,0.0,DH,Државни факултет,441.0
1170,1171.0,65,Универзитет у Новом Саду,Медицински факултет,Државни факултет,2384,Интегрисане академске студије медицине,Доктор медицине,Медицинске науке,Интегр. академске,110000.0,3600.0,360,612-00-00020/2014-04,2014-07-04,282.0,183.0,133.0,163.0,161.0,194.0,328.0,146.0,102.0,117.0,135.0,29.0,250.0,0.0,0.0,1.0,2.0,1.0,11.0,192,501.0,0.0,1162.0,779.0,15.0,1956.0,12,6,501.0,329.0,235.0,281.0,298.0,224.0,589.0,MD,Државни факултет,589.0
1173,1174.0,13,Универзитет у Београду,Грађевински факултет,Државни факултет,1422,Грађевинарство,Дипломирани инжењер грађевинарства,Техничко-технолошке науке,Основне академске,100000.0,1800.0,240,612-00-02732/2013-04,2014-03-28,340.0,209.0,134.0,114.0,120.0,,,148.0,232.0,248.0,674.0,,,0.0,0.0,0.0,0.0,,,191,320.0,22.0,577.0,1302.0,0.0,1879.0,8,4,342.0,357.0,366.0,362.0,794.0,0.0,0.0,TT,Државни факултет,794.0
1175,1176.0,13,Универзитет у Београду,Грађевински факултет,Државни факултет,1425,Геодезија и геоинформатика,Инжењер геодезије,Техничко-технолошке науке,Основне академске,100000.0,1800.0,180,612-00-02732/2013-04,2014-04-09,60.0,39.0,22.0,33.0,,,,27.0,26.0,39.0,,,,0.0,0.0,0.0,,,,41,68.0,2.0,94.0,92.0,0.0,186.0,6,3,70.0,66.0,48.0,72.0,0.0,0.0,0.0,TT,Државни факултет,72.0
1180,1181.0,57,Универзитет у Нишу,"Учитељски факултет, Врање",Државни факултет,1433,ОАС за образовање учитеља,Дипломирани учитељ,Друштвено-хуманистичке науке,Основне академске,60000.0,1000.0,240,612-00-00082/2014-04,27.06.2014.,120.0,54.0,33.0,48.0,148.0,,,3.0,25.0,28.0,105.0,,,,,,,,,55,16.0,7.0,283.0,161.0,0.0,444.0,8,4,23.0,57.0,58.0,76.0,253.0,0.0,0.0,DH,Државни факултет,253.0
1181,1182.0,57,Универзитет у Нишу,"Учитељски факултет, Врање",Државни факултет,1434,ОАС за образовање васпитача,Дипломирани васпитач,Друштвено-хуманистичке науке,Основне академске,60000.0,1000.0,240,612-00-00082/2014-04,27.06.2014.,50.0,13.0,18.0,30.0,36.0,,,3.0,4.0,5.0,28.0,,,,,,,,,29,11.0,3.0,97.0,40.0,0.0,137.0,8,4,14.0,16.0,22.0,35.0,64.0,0.0,0.0,DH,Државни факултет,64.0
1185,1186.0,7,Универзитет у Београду,Факултет спорта и физичког васпитања,Државни факултет,1438,Физичко васпитање и спорт,Дипломирани професор физичког васпитања и спорта (биомедицинске науке),Друштвено-хуманистичке науке,Основне академске,148500.0,2000.0,240,612-00-00048/2014-04,2014-10-31,160.0,166.0,112.0,77.0,136.0,,,7.0,55.0,68.0,272.0,,,0.0,1.0,0.0,2.0,,,68,274.0,1.0,491.0,402.0,3.0,896.0,8,4,275.0,173.0,168.0,145.0,410.0,0.0,0.0,DH,Државни факултет,410.0
1186,1187.0,7,Универзитет у Београду,Факултет спорта и физичког васпитања,Државни факултет,1439,физичко васпитање,Дипломирани професор физичког васпитања,Друштвено-хуманистичке науке,Основне академске,147000.0,2000.0,240,0,2017-07-11,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.0,,,0.0,0.0,0.0,0.0,,,29,0.0,,0.0,27.0,0.0,27.0,8,4,0.0,0.0,0.0,0.0,27.0,0.0,0.0,DH,Државни факултет,27.0
1187,1188.0,7,Универзитет у Београду,Факултет спорта и физичког васпитања,Државни факултет,1440,спорт,Дипломирани професор спорта,Друштвено-хуманистичке науке,Основне академске,147000.0,2000.0,240,0,2017-07-11,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,17.0,,,0.0,0.0,0.0,0.0,,,20,0.0,,0.0,17.0,0.0,17.0,8,4,0.0,0.0,0.0,0.0,17.0,0.0,0.0,DH,Државни факултет,17.0
1192,1193.0,17,Универзитет у Београду,Биолошки факултет,Државни факултет,1445,Биологија,Дипломирани биолог,Природно-математичке науке,Основне академске,80000.0,3500.0,240,612-00-00795/2016-06,2016-07-08,230.0,160.0,158.0,125.0,133.0,64.0,,79.0,59.0,88.0,77.0,373.0,,0.0,0.0,0.0,0.0,0.0,,116,316.0,,640.0,676.0,0.0,1316.0,8,4,316.0,239.0,217.0,213.0,210.0,437.0,0.0,PM,Државни факултет,210.0
1201,1202.0,57,Универзитет у Нишу,"Учитељски факултет, Врање",Државни факултет,1454,ОАС - Одељење у Неготину,Дипломирани учитељ,Друштвено-хуманистичке науке,Основне академске,60000.0,1000.0,240,612-00-00068/2014-04,20.02.2015,40.0,15.0,11.0,8.0,47.0,,,4.0,6.0,17.0,31.0,,,,,,,,,11,14.0,1.0,81.0,58.0,0.0,139.0,8,4,15.0,19.0,17.0,25.0,78.0,0.0,0.0,DH,Државни факултет,78.0
