ROUTE_CODE,BUS_DUTY_NO,DIRECTION,SCHEDULE_TIME,SCHEDULE_TYPE
41,21,forward,755,work day
41,21,backward,837,work day
41,21,forward,1348,work day
41,21,backward,1434,work day
41,21,forward,1520,work day
41,21,backward,1606,work day
41,140,forward,431,work day
41,140,backward,1702,work day
41,240,forward,608,work day
41,440,forward,446,work day
41,640,forward,501,work day
41,640,backward,1741,work day
41,840,forward,516,work day
41,940,forward,523,work day
41,940,backward,1951,work day
41,1040,forward,529,work day
41,1040,backward,2315,work day
41,1140,forward,534,work day
41,1140,backward,2330,work day
41,1240,forward,539,work day
41,1240,backward,2013,work day
41,1440,forward,554,work day
41,1440,backward,2030,work day
41,1540,forward,549,work day
41,1540,forward,1235,work day
41,1640,forward,604,work day
41,1640,backward,816,work day
41,1640,forward,1252,work day
41,1640,backward,2345,work day
41,1740,forward,618,work day
41,1740,backward,830,work day
41,1840,backward,849,work day
41,1840,backward,2300,work day
41,2040,forward,1213,work day
41,2040,backward,1629,work day
42,1,backward,550,work day
42,1,forward,649,work day
42,1,backward,738,work day
42,1,forward,835,work day
42,1,backward,922,work day
42,1,forward,1014,work day
42,1,backward,1102,work day
42,1,forward,1154,work day
42,1,backward,1246,work day
42,1,forward,1339,work day
42,1,backward,1431,work day
42,1,forward,1525,work day
42,1,backward,1621,work day
42,1,forward,1717,work day
42,1,backward,1812,work day
42,1,forward,1909,work day
42,2,backward,430,work day
42,2,forward,510,work day
42,2,backward,603,work day
42,2,forward,701,work day
42,2,backward,750,work day
42,2,forward,846,work day
42,2,backward,933,work day
42,2,forward,1025,work day
42,2,backward,1113,work day
42,2,forward,1205,work day
42,2,backward,1257,work day
42,2,forward,1351,work day
42,2,backward,1443,work day
42,2,forward,1537,work day
42,2,backward,1633,work day
42,2,forward,1729,work day
42,2,backward,1825,work day
42,2,forward,1922,work day
42,2,backward,2013,work day
42,2,forward,2101,work day
42,2,backward,2148,work day
42,2,forward,2236,work day
42,3,forward,530,work day
42,3,backward,615,work day
42,3,forward,713,work day
42,3,backward,802,work day
42,3,forward,857,work day
42,3,backward,945,work day
42,3,forward,1037,work day
42,3,backward,1125,work day
42,3,forward,1217,work day
42,3,backward,1309,work day
42,3,forward,1403,work day
42,3,backward,1455,work day
42,3,forward,1550,work day
42,3,backward,1646,work day
42,3,forward,1742,work day
42,3,backward,1837,work day
42,3,forward,1934,work day
42,4,backward,627,work day
42,4,forward,725,work day
42,4,backward,814,work day
42,4,forward,908,work day
42,4,backward,956,work day
42,4,forward,1048,work day
42,4,backward,1136,work day
42,4,forward,1229,work day
42,4,backward,1321,work day
42,4,forward,1415,work day
42,4,backward,1507,work day
42,4,forward,1602,work day
42,4,backward,1658,work day
42,4,forward,1754,work day
42,4,backward,1849,work day
42,4,forward,1947,work day
42,4,backward,2032,work day
42,4,forward,2120,work day
42,4,backward,2208,work day
42,4,forward,2255,work day
42,5,backward,500,work day
42,5,forward,549,work day
42,5,backward,639,work day
42,5,forward,737,work day
42,5,backward,825,work day
42,5,forward,919,work day
42,5,backward,1007,work day
42,5,forward,1059,work day
42,5,backward,1147,work day
42,5,forward,1241,work day
42,5,backward,1333,work day
42,5,forward,1427,work day
42,5,backward,1519,work day
42,5,forward,1615,work day
42,5,backward,1711,work day
42,5,forward,1807,work day
42,5,backward,1902,work day
42,6,backward,651,work day
42,6,forward,749,work day
42,6,backward,837,work day
42,6,forward,930,work day
42,6,backward,1018,work day
42,6,forward,1110,work day
42,6,backward,1158,work day
42,6,forward,1252,work day
42,6,backward,1344,work day
42,6,forward,1438,work day
42,6,backward,1531,work day
42,6,forward,1627,work day
42,6,backward,1723,work day
42,6,forward,1819,work day
42,6,backward,1914,work day
42,6,forward,2000,work day
42,6,backward,2051,work day
42,6,forward,2139,work day
42,6,backward,2230,work day
42,6,forward,2315,work day
42,7,forward,440,work day
42,7,backward,520,work day
42,7,forward,608,work day
42,7,backward,703,work day
42,7,forward,801,work day
42,7,backward,849,work day
42,7,forward,941,work day
42,7,backward,1029,work day
42,7,forward,1121,work day
42,7,backward,1210,work day
42,7,forward,1304,work day
42,7,backward,1356,work day
42,7,forward,1450,work day
42,7,backward,1544,work day
42,7,forward,1640,work day
42,7,backward,1735,work day
42,7,forward,1832,work day
42,7,backward,1927,work day
42,7,forward,2013,work day
42,8,backward,537,work day
42,8,forward,624,work day
42,8,backward,715,work day
42,8,forward,813,work day
42,8,backward,900,work day
42,8,forward,952,work day
42,8,backward,1040,work day
42,8,forward,1132,work day
42,8,backward,1222,work day
42,8,forward,1316,work day
42,8,backward,1408,work day
42,8,forward,1502,work day
42,8,backward,1556,work day
42,8,forward,1652,work day
42,8,backward,1748,work day
42,8,forward,1844,work day
42,8,backward,1940,work day
42,8,forward,2026,work day
42,8,backward,2110,work day
42,8,forward,2158,work day
42,9,forward,637,work day
42,9,backward,726,work day
42,9,forward,824,work day
42,9,backward,911,work day
42,9,forward,1003,work day
42,9,backward,1051,work day
42,9,forward,1143,work day
42,9,backward,1234,work day
42,9,forward,1328,work day
42,9,backward,1420,work day
42,9,forward,1514,work day
42,9,backward,1609,work day
42,9,forward,1705,work day
42,9,backward,1800,work day
42,9,forward,1857,work day
42,9,backward,1955,work day
42,9,forward,2042,work day
42,9,backward,2129,work day
42,9,forward,2217,work day
43,1,backward,400,work day
43,1,forward,440,work day
43,1,backward,515,work day
43,1,forward,556,work day
43,1,backward,633,work day
43,1,forward,711,work day
43,1,backward,749,work day
43,1,forward,828,work day
43,1,backward,906,work day
43,1,forward,944,work day
43,1,backward,1022,work day
43,1,forward,1100,work day
43,1,backward,1138,work day
43,1,forward,1216,work day
43,1,backward,1254,work day
43,1,forward,1334,work day
43,1,backward,1412,work day
43,1,forward,1450,work day
43,1,backward,1528,work day
43,1,forward,1606,work day
43,1,backward,1644,work day
43,1,forward,1722,work day
43,1,backward,1800,work day
43,1,forward,1838,work day
43,1,backward,1916,work day
43,1,forward,1957,work day
43,1,backward,2032,work day
43,1,forward,2108,work day
43,1,backward,2148,work day
43,1,forward,2226,work day
43,1,backward,2300,work day
43,1,forward,2335,work day
43,2,backward,640,work day
43,2,forward,718,work day
43,2,backward,756,work day
43,2,forward,836,work day
43,2,backward,914,work day
43,2,forward,952,work day
43,2,backward,1030,work day
43,2,forward,1108,work day
43,2,backward,1146,work day
43,2,forward,1224,work day
43,2,backward,1302,work day
43,2,forward,1341,work day
43,2,backward,1419,work day
43,2,forward,1457,work day
43,2,backward,1535,work day
43,2,forward,1613,work day
43,2,backward,1652,work day
43,2,forward,1730,work day
43,2,backward,1808,work day
43,2,forward,1846,work day
43,2,backward,1924,work day
43,2,forward,2008,work day
43,2,backward,2044,work day
43,2,forward,2121,work day
43,2,backward,2201,work day
43,2,forward,2239,work day
43,3,backward,531,work day
43,3,forward,611,work day
43,3,backward,648,work day
43,3,forward,726,work day
43,3,backward,804,work day
43,3,forward,845,work day
43,3,backward,923,work day
43,3,forward,1001,work day
43,3,backward,1039,work day
43,3,forward,1117,work day
43,3,backward,1155,work day
43,3,forward,1233,work day
43,3,backward,1311,work day
43,3,forward,1349,work day
43,3,backward,1427,work day
43,3,forward,1505,work day
43,3,backward,1543,work day
43,3,forward,1621,work day
43,3,backward,1701,work day
43,3,forward,1739,work day
43,3,backward,1817,work day
43,3,forward,1855,work day
43,3,backward,1933,work day
43,4,backward,655,work day
43,4,forward,733,work day
43,4,backward,811,work day
43,4,forward,853,work day
43,4,backward,931,work day
43,4,forward,1009,work day
43,4,backward,1047,work day
43,4,forward,1125,work day
43,4,backward,1203,work day
43,4,forward,1241,work day
43,4,backward,1319,work day
43,4,forward,1357,work day
43,4,backward,1435,work day
43,4,forward,1513,work day
43,4,backward,1551,work day
43,4,forward,1629,work day
43,4,backward,1709,work day
43,4,forward,1747,work day
43,4,backward,1825,work day
43,4,forward,1903,work day
43,4,backward,1941,work day
43,4,forward,2020,work day
43,4,backward,2056,work day
43,4,forward,2134,work day
43,4,backward,2215,work day
43,4,forward,2252,work day
43,5,backward,425,work day
43,5,forward,505,work day
43,5,backward,544,work day
43,5,forward,625,work day
43,5,backward,703,work day
43,5,forward,741,work day
43,5,backward,819,work day
43,5,forward,902,work day
43,5,backward,940,work day
43,5,forward,1018,work day
43,5,backward,1056,work day
43,5,forward,1134,work day
43,5,backward,1212,work day
43,5,forward,1248,work day
43,5,backward,1326,work day
43,5,forward,1404,work day
43,5,backward,1442,work day
43,5,forward,1520,work day
43,5,backward,1558,work day
43,5,forward,1636,work day
43,5,backward,1718,work day
43,5,forward,1756,work day
43,5,backward,1834,work day
43,5,forward,1912,work day
43,5,backward,1950,work day
43,5,forward,2032,work day
43,5,backward,2109,work day
43,5,forward,2147,work day
43,5,backward,2230,work day
43,5,forward,2305,work day
43,6,backward,557,work day
43,6,forward,638,work day
43,6,backward,718,work day
43,6,forward,756,work day
43,6,backward,834,work day
43,6,forward,910,work day
43,6,backward,948,work day
43,6,forward,1026,work day
43,6,backward,1104,work day
43,6,forward,1142,work day
43,6,backward,1220,work day
43,6,forward,1303,work day
43,6,backward,1341,work day
43,6,forward,1419,work day
43,6,backward,1457,work day
43,6,forward,1535,work day
43,6,backward,1613,work day
43,6,forward,1651,work day
43,6,backward,1726,work day
43,6,forward,1804,work day
43,6,backward,1842,work day
43,6,forward,1920,work day
43,6,backward,1959,work day
43,7,backward,450,work day
43,7,forward,524,work day
43,7,backward,608,work day
43,7,forward,647,work day
43,7,backward,726,work day
43,7,forward,804,work day
43,7,backward,842,work day
43,7,forward,919,work day
43,7,backward,957,work day
43,7,forward,1035,work day
43,7,backward,1113,work day
43,7,forward,1151,work day
43,7,backward,1229,work day
43,7,forward,1311,work day
43,7,backward,1349,work day
43,7,forward,1427,work day
43,7,backward,1505,work day
43,7,forward,1543,work day
43,7,backward,1621,work day
43,7,forward,1659,work day
43,7,backward,1735,work day
43,7,forward,1813,work day
43,7,backward,1851,work day
43,7,forward,1929,work day
43,7,backward,2009,work day
43,7,forward,2044,work day
43,7,backward,2122,work day
43,7,forward,2200,work day
43,7,backward,2245,work day
43,7,forward,2320,work day
43,8,forward,541,work day
43,8,backward,617,work day
43,8,forward,655,work day
43,8,backward,733,work day
43,8,forward,811,work day
43,8,backward,850,work day
43,8,forward,927,work day
43,8,backward,1005,work day
43,8,forward,1043,work day
43,8,backward,1121,work day
43,8,forward,1159,work day
43,8,backward,1237,work day
43,8,forward,1319,work day
43,8,backward,1357,work day
43,8,forward,1435,work day
43,8,backward,1513,work day
43,8,forward,1551,work day
43,8,backward,1629,work day
43,8,forward,1707,work day
43,8,backward,1743,work day
43,8,forward,1821,work day
43,8,backward,1859,work day
43,8,forward,1938,work day
43,8,backward,2020,work day
43,8,forward,2056,work day
43,8,backward,2135,work day
43,8,forward,2213,work day
43,9,backward,625,work day
43,9,forward,703,work day
43,9,backward,741,work day
43,9,forward,819,work day
43,9,backward,858,work day
43,9,forward,935,work day
43,9,backward,1013,work day
43,9,forward,1051,work day
43,9,backward,1129,work day
43,9,forward,1207,work day
43,9,backward,1245,work day
43,9,forward,1326,work day
43,9,backward,1404,work day
43,9,forward,1442,work day
43,9,backward,1520,work day
43,9,forward,1558,work day
43,9,backward,1636,work day
43,9,forward,1714,work day
43,9,backward,1752,work day
43,9,forward,1830,work day
43,9,backward,1908,work day
43,9,forward,1947,work day
43,10,backward,711,work day
43,10,forward,749,work day
43,10,backward,827,work day
43,10,forward,1256,work day
43,10,backward,1334,work day
43,10,forward,1412,work day
43,10,backward,1450,work day
43,10,forward,1528,work day
43,10,backward,1606,work day
43,10,forward,1644,work day
44,1,forward,440,work day
44,1,backward,515,work day
44,1,forward,554,work day
44,1,backward,632,work day
44,1,forward,716,work day
44,1,backward,757,work day
44,1,forward,836,work day
44,1,backward,918,work day
44,1,forward,957,work day
44,1,backward,1039,work day
44,1,forward,1118,work day
44,1,backward,1200,work day
44,1,forward,1239,work day
44,1,backward,1321,work day
44,1,forward,1402,work day
44,1,backward,1445,work day
44,1,forward,1525,work day
44,1,backward,1608,work day
44,1,forward,1648,work day
44,1,backward,1728,work day
44,1,forward,1807,work day
44,1,backward,1846,work day
44,1,forward,1926,work day
44,1,backward,2003,work day
44,1,forward,2038,work day
44,1,backward,2117,work day
44,1,forward,2155,work day
44,1,backward,2235,work day
44,2,forward,505,work day
44,2,backward,540,work day
44,2,forward,617,work day
44,2,backward,657,work day
44,2,forward,736,work day
44,2,backward,817,work day
44,2,forward,856,work day
44,2,backward,938,work day
44,2,forward,1017,work day
44,2,backward,1059,work day
44,2,forward,1138,work day
44,2,backward,1220,work day
44,2,forward,1259,work day
44,2,backward,1342,work day
44,2,forward,1423,work day
44,2,backward,1506,work day
44,2,forward,1546,work day
44,2,backward,1629,work day
44,2,forward,1709,work day
44,2,backward,1748,work day
44,2,forward,1827,work day
44,2,backward,1906,work day
44,2,forward,1950,work day
44,2,backward,2028,work day
44,2,forward,2115,work day
44,2,backward,2155,work day
44,2,forward,2235,work day
44,3,forward,637,work day
44,3,backward,717,work day
44,3,forward,756,work day
44,3,backward,837,work day
44,3,forward,916,work day
44,3,backward,958,work day
44,3,forward,1037,work day
44,3,backward,1119,work day
44,3,forward,1158,work day
44,3,backward,1240,work day
44,3,forward,1319,work day
44,3,backward,1402,work day
44,3,forward,1443,work day
44,3,backward,1526,work day
44,3,forward,1607,work day
44,3,backward,1649,work day
44,3,forward,1729,work day
44,3,backward,1808,work day
44,3,forward,1846,work day
44,3,backward,1925,work day
44,3,forward,2014,work day
44,3,backward,2053,work day
44,4,forward,530,work day
44,4,backward,606,work day
44,4,forward,656,work day
44,4,backward,737,work day
44,4,forward,816,work day
44,4,backward,857,work day
44,4,forward,936,work day
44,4,backward,1018,work day
44,4,forward,1057,work day
44,4,backward,1139,work day
44,4,forward,1218,work day
44,4,backward,1300,work day
44,4,forward,1340,work day
44,4,backward,1423,work day
44,4,forward,1504,work day
44,4,backward,1547,work day
44,4,forward,1628,work day
44,4,backward,1709,work day
44,4,forward,1748,work day
44,4,backward,1827,work day
44,4,forward,1906,work day
44,4,backward,1944,work day
45,1,backward,400,work day
45,1,forward,450,work day
45,1,backward,543,work day
45,1,forward,638,work day
45,1,backward,733,work day
45,1,forward,828,work day
45,1,backward,921,work day
45,1,forward,1016,work day
45,1,backward,1111,work day
45,1,forward,1206,work day
45,1,backward,1305,work day
45,1,forward,1402,work day
45,1,backward,1459,work day
45,1,forward,1556,work day
45,2,backward,740,work day
45,2,forward,835,work day
45,2,backward,928,work day
45,2,forward,1023,work day
45,2,backward,1118,work day
45,2,forward,1213,work day
45,2,backward,1312,work day
45,2,forward,1409,work day
45,2,backward,1506,work day
45,2,forward,1603,work day
45,2,backward,1658,work day
45,2,forward,1754,work day
45,2,backward,1851,work day
45,2,forward,1951,work day
45,2,backward,2046,work day
45,2,forward,2142,work day
45,3,backward,551,work day
45,3,forward,647,work day
45,3,backward,746,work day
45,3,forward,841,work day
45,3,backward,935,work day
45,3,forward,1030,work day
45,3,backward,1125,work day
45,3,forward,1220,work day
45,3,backward,1318,work day
45,3,forward,1415,work day
45,3,backward,1512,work day
45,3,forward,1610,work day
45,3,backward,1705,work day
45,3,forward,1802,work day
45,3,backward,1859,work day
45,4,backward,420,work day
45,4,forward,510,work day
45,4,backward,558,work day
45,4,forward,655,work day
45,4,backward,753,work day
45,4,forward,848,work day
45,4,backward,943,work day
45,4,forward,1038,work day
45,4,backward,1133,work day
45,4,forward,1228,work day
45,4,backward,1325,work day
45,4,forward,1422,work day
45,4,backward,1519,work day
45,4,forward,1617,work day
45,4,backward,1713,work day
45,4,forward,1809,work day
45,4,backward,1906,work day
45,4,forward,2000,work day
45,4,backward,2054,work day
45,4,forward,2150,work day
45,4,backward,2245,work day
45,4,forward,2330,work day
45,5,backward,605,work day
45,5,forward,702,work day
45,5,backward,759,work day
45,5,forward,855,work day
45,5,backward,950,work day
45,5,forward,1045,work day
45,5,backward,1140,work day
45,5,forward,1235,work day
45,5,backward,1332,work day
45,5,forward,1429,work day
45,5,backward,1526,work day
45,5,forward,1624,work day
45,5,backward,1721,work day
45,5,forward,1817,work day
45,5,backward,1914,work day
45,5,forward,2008,work day
45,5,backward,2103,work day
45,5,forward,2159,work day
45,6,backward,612,work day
45,6,forward,709,work day
45,6,backward,806,work day
45,6,forward,902,work day
45,6,backward,957,work day
45,6,forward,1052,work day
45,6,backward,1147,work day
45,6,forward,1242,work day
45,6,backward,1338,work day
45,6,forward,1435,work day
45,6,backward,1532,work day
45,6,forward,1631,work day
45,6,backward,1728,work day
45,6,forward,1824,work day
45,6,backward,1922,work day
45,6,forward,2017,work day
45,6,backward,2111,work day
45,6,forward,2207,work day
45,7,backward,619,work day
45,7,forward,716,work day
45,7,backward,812,work day
45,7,forward,910,work day
45,7,backward,1005,work day
45,7,forward,1100,work day
45,7,backward,1155,work day
45,7,forward,1249,work day
45,7,backward,1345,work day
45,7,forward,1442,work day
45,7,backward,1539,work day
45,7,forward,1638,work day
45,7,backward,1735,work day
45,7,forward,1832,work day
45,7,backward,1930,work day
45,7,forward,2025,work day
45,7,backward,2120,work day
45,7,forward,2216,work day
45,7,backward,2300,work day
45,7,forward,2345,work day
45,8,backward,440,work day
45,8,forward,530,work day
45,8,backward,626,work day
45,8,forward,723,work day
45,8,backward,819,work day
45,8,forward,917,work day
45,8,backward,1012,work day
45,8,forward,1107,work day
45,8,backward,1202,work day
45,8,forward,1301,work day
45,8,backward,1359,work day
45,8,forward,1456,work day
45,8,backward,1552,work day
45,8,forward,1646,work day
45,8,backward,1743,work day
45,8,forward,1840,work day
45,8,backward,1938,work day
45,8,forward,2034,work day
45,8,backward,2129,work day
45,8,forward,2224,work day
45,9,backward,454,work day
45,9,forward,544,work day
45,9,backward,640,work day
45,9,forward,736,work day
45,9,backward,832,work day
45,9,forward,924,work day
45,9,backward,1019,work day
45,9,forward,1114,work day
45,9,backward,1209,work day
45,9,forward,1308,work day
45,9,backward,1405,work day
45,9,forward,1502,work day
45,9,backward,1559,work day
45,9,forward,1654,work day
45,9,backward,1751,work day
45,9,forward,1847,work day
45,9,backward,1946,work day
45,9,forward,2042,work day
45,9,backward,2139,work day
45,9,forward,2233,work day
45,10,backward,504,work day
45,10,forward,553,work day
45,10,backward,647,work day
45,10,forward,742,work day
45,10,backward,838,work day
45,10,forward,932,work day
45,10,backward,1027,work day
45,10,forward,1122,work day
45,10,backward,1217,work day
45,10,forward,1315,work day
45,10,backward,1412,work day
45,10,forward,1509,work day
45,10,backward,1606,work day
45,10,forward,1701,work day
45,10,backward,1758,work day
45,10,forward,1855,work day
45,10,backward,1955,work day
45,10,forward,2050,work day
45,11,backward,654,work day
45,11,forward,749,work day
45,11,backward,845,work day
45,11,forward,939,work day
45,11,backward,1034,work day
45,11,forward,1129,work day
45,11,backward,1224,work day
45,11,forward,1322,work day
45,11,backward,1419,work day
45,11,forward,1516,work day
45,11,backward,1613,work day
45,11,forward,1709,work day
45,11,backward,1806,work day
45,11,forward,1903,work day
45,12,forward,602,work day
45,12,backward,701,work day
45,12,forward,756,work day
45,12,backward,851,work day
45,12,forward,946,work day
45,12,backward,1041,work day
45,12,forward,1136,work day
45,12,backward,1231,work day
45,12,forward,1328,work day
45,12,backward,1425,work day
45,12,forward,1522,work day
45,12,backward,1620,work day
45,12,forward,1716,work day
45,12,backward,1813,work day
45,12,forward,1910,work day
45,12,backward,2003,work day
45,12,forward,2059,work day
45,12,backward,2149,work day
45,13,backward,514,work day
45,13,forward,611,work day
45,13,backward,707,work day
45,13,forward,802,work day
45,13,backward,858,work day
45,13,forward,954,work day
45,13,backward,1049,work day
45,13,forward,1144,work day
45,13,backward,1238,work day
45,13,forward,1335,work day
45,13,backward,1432,work day
45,13,forward,1529,work day
45,13,backward,1627,work day
45,13,forward,1724,work day
45,13,backward,1821,work day
45,13,forward,1918,work day
45,13,backward,2012,work day
45,13,forward,2108,work day
45,13,backward,2200,work day
45,13,forward,2246,work day
45,14,backward,524,work day
45,14,forward,620,work day
45,14,backward,714,work day
45,14,forward,809,work day
45,14,backward,906,work day
45,14,forward,1001,work day
45,14,backward,1056,work day
45,14,forward,1151,work day
45,14,backward,1245,work day
45,14,forward,1342,work day
45,14,backward,1439,work day
45,14,forward,1536,work day
45,14,backward,1635,work day
45,14,forward,1731,work day
45,14,backward,1828,work day
45,14,forward,1926,work day
45,14,backward,2020,work day
45,14,forward,2116,work day
45,14,backward,2215,work day
45,14,forward,2300,work day
45,15,backward,534,work day
45,15,forward,629,work day
45,15,backward,720,work day
45,15,forward,815,work day
45,15,backward,913,work day
45,15,forward,1008,work day
45,15,backward,1103,work day
45,15,forward,1158,work day
45,15,backward,1252,work day
45,15,forward,1348,work day
45,15,backward,1445,work day
45,15,forward,1542,work day
45,15,backward,1642,work day
45,15,forward,1739,work day
45,15,backward,1836,work day
45,15,forward,1934,work day
45,15,backward,2029,work day
45,15,forward,2125,work day
45,16,backward,633,work day
45,16,forward,730,work day
45,16,backward,825,work day
45,16,backward,1258,work day
45,16,forward,1355,work day
45,16,backward,1452,work day
45,16,forward,1549,work day
45,16,backward,1650,work day
45,16,forward,1747,work day
45,16,backward,1844,work day
45,16,forward,1943,work day
45,16,backward,2037,work day
45,16,forward,2133,work day
45,16,backward,2230,work day
45,16,forward,2315,work day
45,17,backward,727,work day
45,17,forward,822,work day
45,17,forward,1255,work day
45,17,backward,1352,work day
45,17,forward,1449,work day
45,17,backward,1546,work day
46,1,backward,420,work day
46,1,forward,500,work day
46,1,backward,535,work day
46,1,forward,620,work day
46,1,backward,700,work day
46,1,forward,747,work day
46,1,backward,827,work day
46,1,forward,911,work day
46,1,backward,951,work day
46,1,forward,1033,work day
46,1,backward,1113,work day
46,1,forward,1155,work day
46,1,backward,1235,work day
46,1,forward,1322,work day
46,1,backward,1407,work day
46,1,forward,1452,work day
46,1,backward,1538,work day
46,1,forward,1622,work day
46,1,backward,1712,work day
46,2,forward,626,work day
46,2,backward,706,work day
46,2,forward,753,work day
46,2,backward,833,work day
46,2,forward,917,work day
46,2,backward,957,work day
46,2,forward,1039,work day
46,2,backward,1119,work day
46,2,forward,1201,work day
46,2,backward,1241,work day
46,2,forward,1328,work day
46,2,backward,1413,work day
46,2,forward,1458,work day
46,2,backward,1544,work day
46,2,forward,1629,work day
46,2,backward,1718,work day
46,2,forward,1801,work day
46,2,backward,1846,work day
46,2,forward,1931,work day
46,2,backward,2017,work day
46,3,forward,631,work day
46,3,backward,711,work day
46,3,forward,758,work day
46,3,backward,838,work day
46,3,forward,923,work day
46,3,backward,1003,work day
46,3,forward,1045,work day
46,3,backward,1125,work day
46,3,forward,1207,work day
46,3,backward,1247,work day
46,3,forward,1334,work day
46,3,backward,1419,work day
46,3,forward,1504,work day
46,3,backward,1550,work day
46,3,forward,1635,work day
46,3,backward,1724,work day
46,3,forward,1807,work day
46,3,backward,1852,work day
46,3,forward,1939,work day
46,3,backward,2025,work day
46,3,forward,2102,work day
46,3,backward,2140,work day
46,4,backward,549,work day
46,4,forward,637,work day
46,4,backward,717,work day
46,4,forward,804,work day
46,4,backward,844,work day
46,4,forward,929,work day
46,4,backward,1009,work day
46,4,forward,1051,work day
46,4,backward,1131,work day
46,4,forward,1213,work day
46,4,backward,1253,work day
46,4,forward,1340,work day
46,4,backward,1425,work day
46,4,forward,1510,work day
46,4,backward,1557,work day
46,4,forward,1641,work day
46,4,backward,1730,work day
46,4,forward,1814,work day
46,4,backward,1859,work day
46,4,forward,1947,work day
46,5,backward,445,work day
46,5,forward,525,work day
46,5,backward,600,work day
46,5,forward,643,work day
46,5,backward,723,work day
46,5,forward,810,work day
46,5,backward,850,work day
46,5,forward,936,work day
46,5,backward,1016,work day
46,5,forward,1058,work day
46,5,backward,1138,work day
46,5,forward,1220,work day
46,5,backward,1300,work day
46,5,forward,1346,work day
46,5,backward,1431,work day
46,5,forward,1516,work day
46,5,backward,1603,work day
46,5,forward,1647,work day
46,5,backward,1737,work day
46,5,forward,1821,work day
46,5,backward,1906,work day
46,5,forward,1956,work day
46,5,backward,2034,work day
46,5,forward,2112,work day
46,5,backward,2150,work day
46,5,forward,2227,work day
46,5,backward,2304,work day
46,6,backward,607,work day
46,6,forward,649,work day
46,6,backward,729,work day
46,6,forward,816,work day
46,6,backward,856,work day
46,6,forward,942,work day
46,6,backward,1022,work day
46,6,forward,1104,work day
46,6,backward,1144,work day
46,6,forward,1226,work day
46,6,backward,1306,work day
46,6,forward,1352,work day
46,6,backward,1437,work day
46,6,forward,1522,work day
46,6,backward,1609,work day
46,6,forward,1654,work day
46,6,backward,1743,work day
46,6,forward,1828,work day
46,6,backward,1913,work day
46,7,backward,613,work day
46,7,forward,700,work day
46,7,backward,740,work day
46,7,forward,828,work day
46,7,backward,907,work day
46,7,forward,948,work day
46,7,backward,1028,work day
46,7,forward,1110,work day
46,7,backward,1150,work day
46,7,forward,1232,work day
46,7,backward,1319,work day
46,7,forward,1404,work day
46,7,backward,1449,work day
46,7,forward,1534,work day
46,7,backward,1622,work day
46,7,forward,1706,work day
46,7,backward,1755,work day
46,7,forward,1842,work day
46,7,backward,1927,work day
46,7,forward,2015,work day
46,7,backward,2053,work day
46,7,forward,2131,work day
46,7,backward,2209,work day
46,7,forward,2245,work day
46,7,backward,2320,work day
46,8,backward,619,work day
46,8,forward,706,work day
46,8,backward,746,work day
46,8,forward,834,work day
46,8,backward,913,work day
46,8,forward,955,work day
46,8,backward,1035,work day
46,8,forward,1117,work day
46,8,backward,1157,work day
46,8,forward,1239,work day
46,8,backward,1325,work day
46,8,forward,1410,work day
46,8,backward,1455,work day
46,8,forward,1540,work day
46,8,backward,1628,work day
46,8,forward,1712,work day
46,8,backward,1802,work day
46,8,forward,1849,work day
46,8,backward,1934,work day
46,9,backward,510,work day
46,9,forward,547,work day
46,9,backward,625,work day
46,9,forward,712,work day
46,9,backward,752,work day
46,9,forward,840,work day
46,9,backward,919,work day
46,9,forward,1001,work day
46,9,backward,1041,work day
46,9,forward,1123,work day
46,9,backward,1203,work day
46,9,forward,1245,work day
46,9,backward,1331,work day
46,9,forward,1416,work day
46,9,backward,1501,work day
46,9,forward,1546,work day
46,9,backward,1634,work day
46,9,forward,1719,work day
46,9,backward,1808,work day
46,10,forward,554,work day
46,10,backward,631,work day
46,10,forward,718,work day
46,10,backward,758,work day
46,10,forward,846,work day
46,10,backward,925,work day
46,10,forward,1007,work day
46,10,backward,1047,work day
46,10,forward,1129,work day
46,10,backward,1209,work day
46,10,forward,1251,work day
46,10,backward,1337,work day
46,10,forward,1422,work day
46,10,backward,1507,work day
46,10,forward,1552,work day
46,10,backward,1640,work day
46,10,forward,1726,work day
46,10,backward,1814,work day
46,10,forward,1856,work day
46,10,backward,1941,work day
46,10,forward,2024,work day
46,10,backward,2102,work day
46,10,forward,2140,work day
46,10,backward,2218,work day
46,11,backward,637,work day
46,11,forward,724,work day
46,11,backward,804,work day
46,11,forward,852,work day
46,11,backward,932,work day
46,11,forward,1014,work day
46,11,backward,1054,work day
46,11,forward,1136,work day
46,11,backward,1216,work day
46,11,forward,1258,work day
46,11,backward,1343,work day
46,11,forward,1428,work day
46,11,backward,1513,work day
46,11,forward,1558,work day
46,11,backward,1647,work day
46,11,forward,1733,work day
46,11,backward,1820,work day
46,11,forward,1903,work day
46,11,backward,1948,work day
46,11,forward,2034,work day
46,11,backward,2112,work day
46,11,forward,2150,work day
46,11,backward,2228,work day
46,11,forward,2305,work day
46,11,backward,2340,work day
46,12,forward,601,work day
46,12,backward,642,work day
46,12,forward,729,work day
46,12,backward,809,work day
46,12,forward,858,work day
46,12,backward,938,work day
46,12,forward,1020,work day
46,12,backward,1100,work day
46,12,forward,1142,work day
46,12,backward,1222,work day
46,12,forward,1304,work day
46,12,backward,1349,work day
